sedafips,fips,stateabb,NAME,subject,subgroup,gys_mn_2016_ol,gys_mn_2016_ol_se_adj,gys_mn_2016_eb,gys_mn_2016_eb_se_adj,gys_mn_2017_ol,gys_mn_2017_ol_se_adj,gys_mn_2017_eb_se_adj,gys_mn_2017_eb,gys_mn_2018_ol,gys_mn_2018_ol_se_adj,gys_mn_2018_eb,gys_mn_2018_eb_se_adj,gys_mn_2019_ol,gys_mn_2019_ol_se_adj,gys_mn_2019_eb_se_adj,gys_mn_2019_eb,gys_mn_2022_ol,gys_mn_2022_ol_se_adj,gys_mn_2022_eb,gys_mn_2022_eb_se_adj,gys_mn_2023_ol,gys_mn_2023_ol_se_adj,gys_mn_2023_eb,gys_mn_2023_eb_se_adj,gys_mn_1922_ol,gys_mn_1922_ol_se_adj,gys_mn_1922_eb,gys_mn_1922_eb_se_adj,gys_mn_1923_ol,gys_mn_1923_ol_se_adj,gys_mn_1923_eb,gys_mn_1923_eb_se_adj,gys_mn_2223_ol,gys_mn_2223_ol_se_adj,gys_mn_2223_eb,gys_mn_2223_eb_se_adj,avgasmt_2016,avgasmt_2017,avgasmt_2018,avgasmt_2019,avgasmt_2022,avgasmt_2023,tot_2016,tot_2017,tot_2018,tot_2019,tot_2022,tot_2023,cell_2016,cell_2017,cell_2018,cell_2019,cell_2022,cell_2023,flag_estasmt2022,flag_estasmt2023
31,31,NE,Nebraska,rla,all,0.5958821914,0.05160335759,0.5988401946,0.04155669202,0.4858820298,0.07416282193,0.05380152461,0.4887558278,0.3794114057,0.04946705516,0.3801696777,0.03769092402,0.2729407815,0.06548155488,0.05279980078,0.2715835275,-0.09559732952,0.08433208694,-0.1044010767,0.07672702117,,,,,-0.3685381111,0.1067695411,-0.3759846042,0.09313890025,,,,,,,,,22865.16667,23190.83333,23607.83333,23686.66667,23515.83333,,137191,139145,141647,142120,141095,,6,6,6,6,6,,1,
32,32,NV,Nevada,mth,all,-0.6256086768,0.05270405895,-0.6084528187,0.04391810913,-0.6731697641,0.07516677744,0.05911424374,-0.6262700521,-0.5890235901,0.04734020763,-0.5674856473,0.03891729267,-0.5048774161,0.05757027532,0.05063327821,-0.5087012425,-1.030997431,0.08172380904,-1.039696174,0.07641691175,-0.9618542104,0.08276431078,-0.9687479123,0.07749414425,-0.5261200147,0.0999655819,-0.5309949313,0.09166936928,-0.4569767943,0.1008179931,-0.4600466698,0.09256927814,0.06914322046,0.01308243765,0.07094826147,0.01299315537,35745.5,36790.5,37414.33333,37899,35145,35160.66667,214473,220743,224486,227394,210870,210964,6,6,6,6,6,6,0,0
32,32,NV,Nevada,rla,all,-0.3211771348,0.06286980659,-0.3188722595,0.04675794718,-0.2941180061,0.09862592341,0.06297257375,-0.2799651357,-0.2541178984,0.06126704325,-0.2346635208,0.04293381828,-0.2141177907,0.07271540131,0.05837555964,-0.189361906,-0.52909539,0.101220899,-0.569547648,0.08697162833,-0.830266611,0.1021223066,-0.8682857223,0.08825056713,-0.3149775994,0.124632259,-0.380185742,0.1047462176,-0.6161488203,0.1253654462,-0.6789238163,0.1058105314,-0.301171221,0.0135386526,-0.2987380743,0.01349469454,35777,36852.33333,37448.66667,37936.5,35210.5,35233.66667,214662,221114,224692,227619,211263,211402,6,6,6,6,6,6,0,0
33,33,NH,New Hampshire,mth,all,0.964634686,0.04127161597,0.983479338,0.03628053168,0.8304882515,0.05899036606,0.04978468133,0.8299752874,0.6871958477,0.04163040303,0.670756777,0.03565967677,0.5439034439,0.05875796574,0.05106795172,0.5115382666,-0.07227826026,0.07818816293,-0.068219752,0.07349518986,0.06592077113,0.08051513411,0.06766822045,0.07585492525,-0.6161817041,0.09780535446,-0.5797580186,0.08949569054,-0.4779826727,0.09967539997,-0.4438700461,0.09144345454,0.1381990314,0.01921712773,0.1358879725,0.01893515943,13405.66667,13314.6,13318.83333,13065.66667,12161.5,12580.33333,80434,66573,79913,78394,72969,75482,6,5,6,6,6,6,1,1
33,33,NH,New Hampshire,rla,all,1.158822991,0.04657568128,1.156506953,0.03848643864,1.06705807,0.06822271619,0.05161749413,1.030761189,0.8088230806,0.05113317878,0.8098135478,0.03873462674,0.5505880917,0.07618443991,0.05776780709,0.5888659068,0.292814413,0.09789902988,0.2697655618,0.08482374648,0.5188040136,0.1001667632,0.4941615293,0.08794508158,-0.2577736787,0.1240495423,-0.319100345,0.1026264464,-0.03178407813,0.1258469282,-0.0947043775,0.1052209908,0.2259896006,0.02119340467,0.2243959675,0.02102552108,13354.8,13260.8,13238,13023,12162,12580.33333,66774,66304,79428,78138,72972,75482,5,5,6,6,6,6,1,1
34,34,NJ,New Jersey,mth,all,0.8548789606,0.06358566307,0.8419921047,0.05093450905,0.8951233654,0.09108711244,0.06849424679,0.8465395931,0.8292694092,0.06246539691,0.802108574,0.04813458362,0.7634154529,0.0855034572,0.06764828688,0.7576775548,-0.01809050199,0.108900551,0.02165065507,0.09774851868,0.1389319055,0.1092569804,0.1787778208,0.0981410942,-0.7815059549,0.1384563874,-0.7360268997,0.1188741504,-0.6244835474,0.1387369055,-0.578899734,0.119197169,0.1570224075,0.008818035094,0.1571271657,0.00879122178,99165,101075.4,101626,102013.6,95569.6,95510.2,396660,505377,508130,510068,477848,477551,4,5,5,5,5,5,1,1
34,34,NJ,New Jersey,rla,all,1.108822991,0.06271721998,1.074031727,0.04928243438,1.272940602,0.08844570729,0.06323767468,1.124257198,1.011176076,0.06421988434,0.9768596574,0.04616433983,0.7494115493,0.0931350151,0.067272443,0.8294621167,0.4694866139,0.1212631867,0.4634160648,0.09986635375,0.6340379683,0.1215080308,0.6278313462,0.1002472408,-0.2799249354,0.1529015745,-0.3660460519,0.1204112545,-0.115373581,0.1530958281,-0.2016307704,0.1207273411,0.1645513544,0.007709805182,0.1644152815,0.007701812806,98425.5,100031.5,100925,100959.5,96302.66667,95789,393702,600189,605550,605757,577816,574734,4,6,6,6,6,6,1,1
35,35,NM,New Mexico,mth,all,-0.9518284681,0.04383951254,-0.9483264185,0.03816427306,-1.010974419,0.06168297014,0.05154484772,-1.005233875,-0.990852449,0.04315759534,-1.010742428,0.03666670002,-0.9707304792,0.06037816938,0.05216240251,-1.016250982,-1.899637545,0.0723115666,-1.865593293,0.06856846147,,,,,-0.9289070662,0.09420449035,-0.849342311,0.08615422302,,,,,,,,,25363.4,26561,23607.75,,,,126817,79683,94431,,,,5,3,4,,,,0,
35,35,NM,New Mexico,rla,all,-0.9470590928,0.04999999906,-0.968275561,0.04022954065,-0.8952945485,0.0755671505,0.05472323957,-0.9495379649,-0.9705885943,0.05350296617,-1.001982351,0.03991742599,-1.04588264,0.07576196488,0.058128914,-1.054426736,-1.487340925,0.09440298235,-1.433643446,0.08432842822,,,,,-0.4414582851,0.1210446133,-0.3792167101,0.1024219432,,,,,,,,,25309,25718.16667,,,,,151854,154309,,,,,6,6,,,,,0,
36,36,NY,New York,mth,all,-0.19329192,0.05297910423,-0.195224344,0.0446162462,-0.2146334764,0.07393392849,0.05970398526,-0.2175343408,-0.2225601382,0.0572090978,-0.2320718884,0.04512835028,-0.2304868,0.0873229506,0.06768830134,-0.2466094359,-0.9765543505,0.1070816212,-0.9451883812,0.09638975839,,,,,-0.7460675505,0.138172976,-0.6985789453,0.1177823911,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
36,36,NY,New York,rla,all,0.2605881635,0.05836281363,0.2522234808,0.04648899015,0.2329412124,0.08334494979,0.06045736994,0.2013335837,0.1041173598,0.06178688643,0.1013662614,0.04471477845,-0.0247064927,0.09123648769,0.06589804298,0.001398939073,-0.3379371655,0.1168155448,-0.3424011738,0.0998590908,,,,,-0.3132306728,0.148222698,-0.3438001129,0.1196427603,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
37,37,NC,North Carolina,mth,all,0.1987811763,0.05467081495,0.1964898679,0.04568713228,0.1121950847,0.07268384807,0.05876066018,0.1476694255,0.1670733196,0.05127679056,0.1790135124,0.04192573473,0.2219515545,0.07234842935,0.05981850671,0.2103575993,-0.4736688474,0.0911907023,-0.4647213727,0.08415566246,-0.1998853714,0.09149560331,-0.1913743388,0.08448068429,-0.6956204018,0.1164046366,-0.675078972,0.1032493548,-0.4218369259,0.1166436482,-0.4017319381,0.1035144423,0.2737834759,0.007463326375,0.2733470339,0.00744686162,115941.6667,117165.8333,118692,120401.6667,114560.6667,114444.6667,695650,702995,712152,722410,687364,686668,6,6,6,6,6,6,0,0
37,37,NC,North Carolina,rla,all,0.3382343068,0.05391570318,0.338346789,0.04385521555,0.3105870864,0.07009839929,0.05329633581,0.2927339567,0.2364698522,0.04943084357,0.2213354458,0.03835713892,0.162352618,0.06971260718,0.05517772208,0.1499369349,-0.3766062553,0.1084252428,-0.3131400327,0.09116711865,-0.195496372,0.108748472,-0.1324250956,0.09164888133,-0.5389588733,0.1289026023,-0.4630769675,0.1065646496,-0.35784899,0.1291746018,-0.2823620305,0.1069770932,0.1811098833,0.008378357867,0.1807149371,0.008367946652,115931.8333,117155.1667,118742.1667,120481,114712.3333,114506,695591,702931,712453,722886,688274,687036,6,6,6,6,6,6,0,0
38,38,ND,North Dakota,mth,all,0.5451228444,0.03219385132,0.5404399827,0.02900938303,0.5475620177,0.0511411993,0.04435731116,0.5331548136,0.4542692231,0.03716922253,0.4555881138,0.03254508384,0.3609764285,0.05395166492,0.04763568911,0.378021414,-0.03596869536,0.06436986098,-0.04841244341,0.06165001251,,,,,-0.3969451239,0.08398964906,-0.4264338574,0.07790945333,,,,,,,,,8073.833333,8343.666667,8461.5,8713.166667,8683,,48443,50062,50769,52279,52098,,6,6,6,6,6,,0,
38,38,ND,North Dakota,rla,all,0.3729404225,0.03593241465,0.3825887697,0.03075590759,0.257646269,0.05437598317,0.04312886003,0.2746295645,0.2170581593,0.04034565288,0.2193837777,0.03233071878,0.1764700497,0.05961827974,0.04817678839,0.1641379909,-0.2180254245,0.07414870979,-0.2220328787,0.06867457124,,,,,-0.3944954742,0.09514394591,-0.3861708696,0.08388801866,,,,,,,,,8050.333333,8328,8451.333333,8678,8668.666667,,48302,49968,50708,52068,52012,,6,6,6,6,6,,0,
39,39,OH,Ohio,mth,all,0.3335368459,0.0659298632,0.3215122659,0.05205857307,0.2951217279,0.09370425632,0.06906096877,0.2914259687,0.2469512195,0.05916170915,0.2559029602,0.0458745069,0.1987807111,0.07224917763,0.06040251754,0.2203799517,-0.2592856904,0.08416422698,-0.2753561866,0.07856441895,0.03861942259,0.08482830762,0.02123195109,0.07926218344,-0.4580664015,0.1109214171,-0.4957361383,0.09910011125,-0.1601612885,0.1114261434,-0.1991480006,0.09965419133,0.297905113,0.01059361463,0.2965881377,0.01054696508,126516.25,128058.25,129002.75,127486.5,119429.25,119652.5,506065,512233,516011,509946,477717,478610,4,4,4,4,4,4,0,0
39,39,OH,Ohio,rla,all,0.5311755012,0.06232491057,0.5141777225,0.04868262618,0.5847051284,0.08778031788,0.0617693903,0.5112763564,0.4494111005,0.05959459336,0.4194457895,0.04345248772,0.3141170726,0.08062678229,0.06113114736,0.3276152226,-0.04328504319,0.08943061256,-0.02274598693,0.07937801681,0.2465628311,0.08973982521,0.2666781585,0.07979045791,-0.3574021158,0.1204097691,-0.3503612095,0.1001892546,-0.06755424147,0.1206396048,-0.06093706409,0.1005163387,0.2898478743,0.007443236246,0.2894241454,0.007435863175,128052.5,129143.6667,130322.1667,128649.6667,123536.3333,123132.6667,768315,774862,781933,771898,741218,738796,6,6,6,6,6,6,0,0
40,40,OK,Oklahoma,mth,all,-0.3067070566,0.05192763258,-0.3013505203,0.04376367548,-0.3780482222,0.07062397157,0.05715453634,-0.3634417037,-0.3652432139,0.04787303808,-0.3771367449,0.03970644995,-0.3524382056,0.06464956102,0.05513408788,-0.390831786,-1.22976943,0.08153747429,-1.19452269,0.07632350366,-1.131921501,0.08217005034,-1.096139755,0.07698415361,-0.877331224,0.1040573181,-0.8036909041,0.09415436717,-0.7794832953,0.1045537322,-0.7053079689,0.09469069412,0.0978479287,0.0101763186,0.0983829352,0.01013437068,49629.83333,50007.16667,50402,50994.83333,49847.5,49671,297779,300043,302412,305969,299085,298026,6,6,6,6,6,6,0,0
40,40,OK,Oklahoma,rla,all,-0.003529806698,0.05378162996,0.002344716772,0.04363263758,-0.1823531207,0.07360617206,0.05499799394,-0.1644001752,-0.2494123571,0.0527778522,-0.270109689,0.03993712561,-0.3164715935,0.07565803439,0.05792336894,-0.3758192028,-1.030207673,0.09431958458,-0.9637120378,0.08249880587,-1.079361241,0.0949783186,-1.012845618,0.08340204506,-0.7137360795,0.1209145244,-0.587892835,0.1008026271,-0.7628896472,0.1214290705,-0.6370264154,0.1015431819,-0.04915356766,0.01116677972,-0.04913358031,0.01114195656,49529.5,49929.66667,50461.16667,51044,49916.83333,49728.83333,297177,299578,302767,306264,299501,298373,6,6,6,6,6,6,0,0
41,41,OR,Oregon,mth,all,-0.2182926085,0.05550435349,-0.1944684614,0.04590823044,-0.3451221745,0.07934977346,0.06203724407,-0.2974721746,-0.3018290822,0.05495759929,-0.3095486749,0.04386832852,-0.2585359899,0.07605895298,0.06204112616,-0.3216251751,-1.07086049,0.08324503496,-1.04575597,0.07783256818,,,,,-0.8123244997,0.1127594793,-0.7241307953,0.09953396407,,,,,,,,,41205.33333,42391.5,42720,42898,37648.5,,247232,169566,170880,171592,225891,,6,4,4,4,6,,0,
41,41,OR,Oregon,rla,all,0.1499991922,0.06737299927,0.1554019192,0.05160114712,0.06941079532,0.09339798073,0.06403979321,0.07947400655,0.03941120821,0.06008215177,0.02665956046,0.04371397653,0.009411621094,0.07560606485,0.05951934024,-0.02615488563,-0.684033744,0.1011039369,-0.6187546826,0.08704509645,,,,,-0.6934453651,0.1262469132,-0.592599797,0.1054485689,,,,,,,,,41189.16667,41946.2,42694.5,42670,38050,,247135,209731,170778,213350,228300,,6,5,4,5,6,,0,
42,42,PA,Pennsylvania,mth,all,0.300610426,0.0623827579,0.283507259,0.05052966167,0.2902448701,0.07409788815,0.06066327662,0.2939496055,0.3189030159,0.05473005246,0.3274955725,0.04424411721,0.3475611617,0.08056685137,0.06442153755,0.3610415394,-0.3697235341,0.1041798226,-0.3518120003,0.09416951831,0.06733202456,0.1044052753,0.08434419188,0.09441625337,-0.7172846958,0.1316983408,-0.7128535397,0.1140965936,-0.2802291371,0.131876757,-0.2766973476,0.1143003211,0.4370555587,0.006857555846,0.4361561922,0.006844960988,128315.1667,128918.3333,129702.3333,129222.8333,116543.8333,117380.5,769891,773510,778214,775337,699263,704283,6,6,6,6,6,6,0,0
42,42,PA,Pennsylvania,rla,all,0.6347051284,0.07021225711,0.6352373042,0.0538573454,0.5717635211,0.07901863296,0.06097734412,0.5488845643,0.4194108851,0.05760244301,0.4161040391,0.04362404921,0.2670582491,0.08383448819,0.06240187642,0.2833235139,-0.1506128763,0.1116052356,-0.1503181341,0.09386697689,-0.1446016212,0.1118387276,-0.1442038159,0.09421551602,-0.4176711254,0.1395849205,-0.433641648,0.1127164741,-0.4116598703,0.1397716796,-0.4275273298,0.113006892,0.006011255057,0.007223045742,0.006114318206,0.007216415324,127784.3333,128285.8333,129013,128786.5,116451.1667,117012.6667,766706,769715,774078,772719,698707,702076,6,6,6,6,6,6,0,0
44,44,RI,Rhode Island,mth,all,-0.1823163847,0.03678199251,-0.1700349991,0.03294488682,-0.2829258616,0.05317352997,0.04591690445,-0.2562344637,-0.2499996278,0.03821556149,-0.2463008703,0.03333963202,-0.217073394,0.0549025707,0.04835040992,-0.2363672769,-0.7099036603,0.07307454536,-0.7239827637,0.06916954812,-0.5215062387,0.07676284233,-0.5373665985,0.0728286158,-0.4928302662,0.09140121142,-0.4876154868,0.08439305971,-0.3044328447,0.09437598334,-0.3009993216,0.08741721466,0.1883974215,0.02350839816,0.1866161652,0.0229945922,10573.33333,10601.33333,10793.33333,10680.16667,9957,9878.5,63440,63608,64760,64081,59742,59271,6,6,6,6,6,6,0,0
44,44,RI,Rhode Island,rla,all,0.4135286219,0.04241633332,0.4131927811,0.035524707,0.3482344683,0.06192628746,0.04759795424,0.3311003682,0.1858817605,0.04456762654,0.1875726489,0.03493294034,0.02352905273,0.06411106193,0.05114368031,0.04404492956,-0.1545583321,0.07876342961,-0.186497664,0.07118211961,-0.05821691352,0.08306374649,-0.08914984885,0.07651889961,-0.1780873848,0.101557403,-0.2305425936,0.08765027204,-0.08174596626,0.104927662,-0.1331947784,0.09203704706,0.09634141858,0.02638007085,0.09734781518,0.02605257976,10459,10483.83333,10658.33333,10563.5,9899.666667,9770.833333,62754,62903,63950,63381,59398,58625,6,6,6,6,6,6,0,0
45,45,SC,South Carolina,mth,all,-0.4286579969,0.05283352892,-0.4257205293,0.04456451873,-0.5512192889,0.06916483785,0.05683630234,-0.490753959,-0.4384143178,0.05087708501,-0.4190878388,0.04165047618,-0.3256093467,0.0746333459,0.06089896058,-0.3474217185,-0.7416235909,0.0818782793,-0.7715893238,0.07668619686,,,,,-0.4160142442,0.1107889387,-0.4241676052,0.09792576877,,,,,,,,,56844.83333,57950.16667,59308.33333,59916.33333,58028.33333,,341069,347701,355850,359498,348170,,6,6,6,6,6,,0,
45,45,SC,South Carolina,rla,all,-0.2600005206,0.06059765833,-0.255664718,0.04827483962,-0.4152945126,0.07882958883,0.05886266477,-0.3417551189,-0.3388241039,0.05706685776,-0.3100463422,0.04258923605,-0.2623536951,0.08253727003,0.06156751422,-0.2783375654,-0.443023774,0.1023615572,-0.4903588481,0.09013236817,,,,,-0.1806700789,0.1314925448,-0.2120212827,0.1091531154,,,,,,,,,56710.16667,57784.33333,59308,59906.66667,57993.5,,340261,346706,355848,359440,347961,,6,6,6,6,6,,0,
